stress_id,capacitor_id,window_start_day,window_end_day,n_samples_total,VO_mean_V,VO_std_V,VO_min_V,VO_max_V,VO_rms_V,VL_mean_V,VL_std_V,VL_rms_V,VL_valid_pct
ES10,ES10C1,140,150,2088,-0.019103237031536126,0.11732123761115859,-0.26395225485134527,0.19871152079413598,0.1188663386316622,0.07139377119717777,0.07182152689510618,0.10126896015709567,58.333333333333336
ES10,ES10C1,150,160,6718,-0.026479853332141087,0.11813298784063543,-0.26753848971226224,0.2320156569529815,0.12106438555019979,0.06252218445048192,0.07498607758367827,0.09763163104161222,58.57398035129503
ES10,ES10C1,160,170,6848,-0.028217946425922034,0.11785950859973487,-0.2654887614650274,0.30784612723974125,0.12119041326716888,0.046162980275807244,0.08544865881355151,0.09712102780026219,63.85806074766355
ES10,ES10C1,170,180,4602,-0.035433634574497296,0.11878055037957563,-0.26395225485134527,0.20127447067492335,0.12395306211479373,0.0716126153362658,0.06554091013211814,0.09707717330169002,50.45632333767927
ES10,ES10C2,0,10,6205,-0.01656793289536801,0.11688180307151974,-0.25934683299477734,0.2846968427629308,0.11805021088365299,0.0077548803938790704,0.10463858214032638,0.10492554999742056,88.50926672038679
ES10,ES10C2,10,20,5461,-0.022229867583220417,0.11547545568777903,-0.25730668887283054,0.2331505645237655,0.1175956966860086,0.016212732913410858,0.09469390842897198,0.09607179087576187,81.02911554660318
ES10,ES10C2,20,30,1536,-0.02947994378748317,0.11372082792973753,-0.2511815375922901,0.19691559151438462,0.11747975906826733,0.018468179121331134,0.0871539409851465,0.08908918604016973,75.45572916666667
ES10,ES10C2,30,40,6313,-0.023961464044005246,0.1168392051676788,-0.2583275474195873,0.2346810658581173,0.1192709169217169,0.017555892850339205,0.09502894657052513,0.09663700150602932,79.45509266592745
ES10,ES10C2,40,50,779,-0.005043199017184911,0.11742543513965771,-0.21953964155753125,0.2076322467979804,0.11753368314685325,0.027105011100310335,0.10054829904729483,0.10413761120772926,85.75096277278563
ES10,ES10C2,60,70,4220,-0.01790623638122522,0.11721992471498562,-0.25985804875393903,0.2030391698233584,0.11857969493773884,0.02455167765440257,0.09523020748839409,0.09834417773273758,79.71563981042654
ES10,ES10C2,70,80,7200,-0.01739381578694692,0.1178237345663266,-0.25934683299477734,0.23417142307052224,0.11910070215908228,0.019841759083498813,0.09873754576240645,0.10071146085084318,82.25
ES10,ES10C2,80,90,5037,-0.029936825467420616,0.11596381632573749,-0.25730668887283054,0.20364500165311303,0.11976568880900818,0.007054874391865871,0.09721077066641091,0.0974664310736909,81.67560055588645
ES10,ES10C2,90,100,6832,-0.021155013264716273,0.11732516569994486,-0.2611445812181065,0.2374291205359745,0.1192171510008096,0.020926410065849027,0.09489485566210652,0.0971748335186436,79.34718969555036
ES10,ES10C2,100,110,7198,-0.027187551105263462,0.11882371571179359,-0.2601206766157446,0.23589405246494508,0.12189437374488807,0.01743573975219523,0.0961021935531144,0.09767106340378683,78.68852459016394
ES10,ES10C2,110,120,4789,-0.012950525193360946,0.11633874818960041,-0.25705054047368575,0.23589405246494508,0.1170573382283534,0.030359519317841983,0.09310924897312849,0.09793381774213875,78.86823971601586
ES10,ES10C2,140,150,2088,-0.014001807811191341,0.1172029152124807,-0.2560266358713239,0.2041561651217806,0.11803632473220048,0.028940810650989617,0.09493851320226739,0.09925165897955325,79.21455938697318
ES10,ES10C2,150,160,6718,-0.021359855741119718,0.11803045735633715,-0.2601206766157446,0.24561877968984272,0.1199476231570579,0.020496376842731822,0.09576400896778361,0.09793286923837681,79.84519202143495
ES10,ES10C2,160,170,6848,-0.023097606211371264,0.11770825665792167,-0.2601206766157446,0.30806907210878315,0.11995304538919695,0.007452591150832039,0.10352693650979566,0.10379483464009528,84.15595794392523
ES10,ES10C2,170,180,4602,-0.03028485229100565,0.11871040734585084,-0.2626812269541627,0.20722787892886618,0.12251258339658774,0.027297293915716975,0.08844540886071388,0.09256204731778508,71.75141242937853
ES10,ES10C3,0,10,6205,-0.031340950346880496,0.11856436952335948,-0.2781540597186477,0.27228573633488723,0.12263671917136956,0.08181945436022596,0.06868330320168076,0.10682611689329118,51.136180499597096
ES10,ES10C3,10,20,5461,-0.03712220063404085,0.11721247615264067,-0.2776353746221772,0.2225765526432939,0.12295048737498905,0.0943725626074647,0.05790582644367903,0.11072156659488397,41.933711774400294
ES10,ES10C3,20,30,1536,-0.044432825796018115,0.11540994510194391,-0.2714223251435316,0.1842576936701936,0.12366782700707975,0.09803167160424762,0.0516843613581292,0.11082184733400147,34.700520833333336
ES10,ES10C3,30,40,6313,-0.03883101692109802,0.11850988105217668,-0.2740109627634554,0.2251651902632176,0.12470942138478418,0.09681870715240985,0.058777477008810836,0.11326364755818784,39.85426896879455
ES10,ES10C3,40,50,779,-0.019671595550821735,0.11913426180993177,-0.2372465631256237,0.19875693705922384,0.12074743893148408,0.111316894448777,0.05537167953606115,0.12432808968356432,45.057766367137354
ES10,ES10C3,60,70,4220,-0.03258736015269803,0.11893626075432404,-0.27711828547984957,0.19150651738763724,0.12331978820911998,0.1050675667362074,0.053659741184114554,0.11797695285017984,41.06635071090047
ES10,ES10C3,70,80,7200,-0.03213318390842819,0.11957434863892236,-0.2781540597186477,0.22309364178562144,0.12381666430862777,0.10082480699013943,0.05846360002101968,0.11654884912351833,42.68055555555556
ES10,ES10C3,80,90,5037,-0.04480182818695602,0.11765507750628545,-0.2786711488609752,0.19260366144934846,0.12589646965623605,0.08109034381378862,0.06293159819663804,0.1026451650659764,44.252531268612266
ES10,ES10C3,90,100,6832,-0.035982340860702226,0.11903466350276824,-0.27743283225374776,0.22480458609791143,0.12435425191376863,0.10006362830281466,0.05860115597507131,0.11596044666496627,39.62236533957845
ES10,ES10C3,100,110,7198,-0.04204155709429699,0.1205739793083922,-0.2795106210881997,0.22376569168068544,0.12769329273369695,0.09611893380407514,0.05727466923905616,0.1118893970493874,40.5390386218394
ES10,ES10C3,110,120,4789,-0.02766013400955418,0.1180364297384443,-0.2737975021743639,0.22428593927020538,0.1212339958873962,0.10971964464225896,0.05409896852021284,0.12233192067230272,40.00835247442055
ES10,ES10C3,140,150,2088,-0.02866404661424047,0.11887759222544987,-0.27327885534665786,0.19104451944260256,0.12228454318360799,0.10888227519514858,0.055162210095826066,0.1220582618028297,40.08620689655172
ES10,ES10C3,150,160,6718,-0.03619301457291165,0.11972127731699755,-0.27847172667097375,0.22584348051513736,0.12507245318729632,0.09871085895647162,0.05897477858551923,0.11498633912398223,41.54510270913963
ES10,ES10C3,160,170,6848,-0.03798651017492373,0.11943541930362282,-0.27743283225374776,0.298036237560551,0.12533073980273865,0.08013501839445812,0.07146450081220354,0.10737223127707453,46.933411214953274
ES10,ES10C3,170,180,4602,-0.045368966085980136,0.12045640123816287,-0.27691418542604174,0.19364255586657442,0.12871708388151162,0.10731968801189015,0.0499595197913666,0.1183784991151408,33.98522381573229
ES10,ES10C4,0,10,6205,-0.02394983575362299,0.11665485036677559,-0.26751553905286424,0.2744784507669573,0.11908798741569328,0.1397282069957688,0.04360230046664854,0.14637326407591078,20.96696212731668
ES10,ES10C4,10,20,5461,-0.02955954146676807,0.11526882306430404,-0.2644603358520469,0.22761420845226127,0.11899860529584122,0.15532233065741047,0.03331652116179974,0.1588553335055975,12.799853506683757
ES10,ES10C4,20,30,1536,-0.036662057155394355,0.11352223676103385,-0.2603846382624673,0.18839111412234336,0.11929545118777005,0.15823367418713655,0.02450566423645533,0.16012002756192234,7.421875
ES10,ES10C4,30,40,6313,-0.031232981578700334,0.11653778709538527,-0.2639500886576658,0.2265952840548664,0.1206505489394258,0.1528374342722381,0.03898704173466996,0.15773164152490646,12.450498970378584
ES10,ES10C4,40,50,779,-0.012462015591531872,0.11711499538872847,-0.22574591872514274,0.20367341009189951,0.11777616048040229,0.17177289025846004,0.030908526753183056,0.17453155260237957,14.890885750962774
ES10,ES10C4,60,70,4220,-0.025102305696609165,0.11703156318941482,-0.2659879374524556,0.19552358490410762,0.11969341056985557,0.16464326227168097,0.029143333821191327,0.16720268454087364,12.037914691943127
ES10,ES10C4,70,80,7200,-0.024607189408466776,0.1176157627949776,-0.27057231224504896,0.22761420845226127,0.12016231284570299,0.15625755589299062,0.03892631512010757,0.16103316982063354,14.625
ES10,ES10C4,80,90,5037,-0.03709850323630622,0.1157274519446951,-0.2659879374524556,0.1960929559963314,0.12152835914298332,0.1378099208477514,0.04190423428126248,0.14404006086767127,14.572165971808616
ES10,ES10C4,90,100,6832,-0.028362556773192722,0.11708109037334807,-0.26471871997314256,0.23032081157011813,0.12046749084182287,0.1575530097966246,0.04047805398957025,0.16266967680166408,11.73887587822014
ES10,ES10C4,100,110,7198,-0.03439945126166833,0.1186090839830589,-0.26625076999951547,0.22827702849279846,0.12349670866223203,0.15599363777862435,0.03896594608445734,0.1607866909344971,11.767157543762156
ES10,ES10C4,110,120,4789,-0.020173249703833183,0.11606643822435764,-0.2621647784081098,0.22623481997871248,0.11780652819645367,0.1683526812171912,0.031316360166006404,0.17124059006866404,11.06702860722489
ES10,ES10C4,140,150,2088,-0.021124872738505173,0.11690283508199552,-0.2636968284344827,0.1966031144840445,0.1187961830128657,0.16642401420897499,0.03175297076732228,0.1694261008758082,12.404214559386974
ES10,ES10C4,150,160,6718,-0.028564444457089784,0.11777743874364552,-0.26880628612778196,0.2287887615437452,0.12119180072989814,0.1600195080650797,0.0362398809457466,0.16407184990836177,12.622804406073236
ES10,ES10C4,160,170,6848,-0.03030823570514548,0.11752133217062394,-0.26676250305046223,0.2987780972809253,0.12136660441289762,0.13301724045347732,0.05333261646997029,0.1433106912878141,18.42873831775701
ES10,ES10C4,170,180,4602,-0.037547997469579986,0.11845422490332064,-0.26880628612778196,0.1981351645104174,0.1242628484762121,0.16806039025142705,0.024865773970055197,0.16988996876387916,8.213820078226858
ES10,ES10C5,0,10,6205,-0.015332526329106061,0.11596402118041312,-0.25585386187902515,0.2794904978157455,0.1169732472489502,0.08644153196517819,0.0642614242856574,0.10771104446484679,47.78404512489927
ES10,ES10C5,10,20,5461,-0.021085434050815956,0.11461332549080713,-0.25484077399612126,0.22934967210425478,0.11653673201687531,0.09995344111761416,0.05316441682554425,0.11321283322862549,38.198132210217906
ES10,ES10C5,20,30,1536,-0.028286758606652102,0.1127577789854909,-0.24724339537348106,0.19693554284616493,0.1162516986293612,0.10377601738968611,0.046228521369753785,0.11360694509271087,30.859375
ES10,ES10C5,30,40,6313,-0.022713562744450456,0.1159550158641593,-0.2528145982303133,0.23694705072689498,0.1181586714405825,0.10078664533439,0.054622107537711954,0.11463647983788357,36.78124504989704
ES10,ES10C5,40,50,779,-0.0035367429536136623,0.11652870004988947,-0.2163496784388865,0.20757218511751693,0.1165823592403115,0.110731526791545,0.05351469836256654,0.12298493390014538,44.03080872913992
ES10,ES10C5,60,70,4220,-0.01647120630620594,0.11620268521094104,-0.25585386187902515,0.2019994212624059,0.11736423938923923,0.10838968939406869,0.04956091905949882,0.1191830921941736,38.03317535545024
ES10,ES10C5,70,80,7200,-0.01601365442809334,0.11691902438918705,-0.2553480984367126,0.23441511151877448,0.11801057322232492,0.10487407248322478,0.05405611883917978,0.1179857409315728,39.55555555555556
ES10,ES10C5,80,90,5037,-0.028434370689459476,0.11504822052996563,-0.2538276861132173,0.20466225266961396,0.11850994255174205,0.08566210961874145,0.0582153674478417,0.10357135719599557,41.07603732380385
ES10,ES10C5,90,100,6832,-0.019715884762423433,0.11645340753036205,-0.2566522460372481,0.23667018756593977,0.11811059324801373,0.10426437577890715,0.054778743192857776,0.11777848174583601,36.387587822014055
ES10,ES10C5,100,110,7198,-0.025670804719720594,0.11792639927989895,-0.2576684952299351,0.23667018756593977,0.12068813471953314,0.09998726006346105,0.05349349539797728,0.1133975582845222,37.371492081133646
ES10,ES10C5,110,120,4789,-0.011524842793237126,0.1155134150851448,-0.2525872492665,0.23362143998787868,0.11608691169137797,0.11382640576259824,0.050062043308346196,0.12434893979861023,36.813531008561284
ES10,ES10C5,140,150,2088,-0.012600451669543234,0.11639279752554724,-0.25411240599019363,0.2041549110079335,0.1170728606385764,0.11216122928788587,0.05109109017029605,0.12324950649052929,37.26053639846743
ES10,ES10C5,150,160,6718,-0.019886827551312165,0.1171167826413371,-0.2566522460372481,0.2376864367586268,0.11879320976517903,0.10363934757113924,0.05422421562808905,0.1169674310457954,37.98749627865436
ES10,ES10C5,160,170,6848,-0.021523616984755817,0.1169037925523915,-0.2561449043755677,0.2722342117020071,0.11886867880665224,0.08411279208701525,0.06772545424167176,0.1079893464417404,43.910630841121495
ES10,ES10C5,170,180,4602,-0.028574655864119575,0.11777462029271296,-0.2566522460372481,0.20466225266961396,0.121191468935918,0.11159530190149967,0.04632164311367753,0.1208271742086099,30.943068231203824
ES10,ES10C6,0,10,6205,-0.022297970233677692,0.1171322985996213,-0.2665116666273995,0.27963905461249433,0.11923579517817971,0.057512573916706514,0.07953087278743513,0.09814711348203685,63.094278807413374
ES10,ES10C6,10,20,5461,-0.028127521531386306,0.11575658180757747,-0.2675345595079766,0.22543361247257582,0.11912490797172931,0.06728298185998052,0.06982693508836867,0.09696803860966621,54.770188610144665
ES10,ES10C6,20,30,1536,-0.035424526831388435,0.11386185086135682,-0.2578194413016944,0.19219353411915402,0.11924520192779926,0.07119014475792723,0.06239110767670916,0.09466090548785887,47.721354166666664
ES10,ES10C6,30,40,6313,-0.029800093060391226,0.11704295371633014,-0.2619094367178693,0.23054650076932784,0.12077706140261477,0.07015278356675192,0.06954208552562123,0.09878013313119373,52.605734199271346
ES10,ES10C6,40,50,779,-0.010276659648628427,0.11759483626294806,-0.22406870456105074,0.20395443808659042,0.11804302287404923,0.08270997646093889,0.06971392887829651,0.10817103163886924,58.66495507060334
ES10,ES10C6,60,70,4220,-0.02364970227911933,0.11741204656630577,-0.26702390112075475,0.19832931529648315,0.11977018450674333,0.08069579095311503,0.06529292827554029,0.10380258744532185,52.22748815165877
ES10,ES10C6,70,80,7200,-0.023213425564780947,0.11805861196109342,-0.26702390112075475,0.22850071500817368,0.12031915468715552,0.07529901367264423,0.07019159122624093,0.10294076422362894,54.69444444444444
ES10,ES10C6,80,90,5037,-0.035773472799939636,0.1161519956137252,-0.26549034985295583,0.1994472536428947,0.12153611578958273,0.05588299798501846,0.07348258369288074,0.09231792659053169,56.54159221758984
ES10,ES10C6,90,100,6832,-0.027021140290877668,0.1175798776994453,-0.2657852819986584,0.230222774304485,0.12064480785527326,0.07317638651760743,0.06908189387286574,0.10063345171878069,52.69320843091335
ES10,ES10C6,100,110,7198,-0.03304419752308933,0.11905820681456433,-0.2668112907780991,0.23124878308392569,0.12355879410161186,0.07021056985122225,0.06885225292887714,0.09833695567900926,52.820227841066966
ES10,ES10C6,110,120,4789,-0.018722581106476743,0.11660302378907973,-0.26116903294478033,0.22971056036836976,0.11809657149996054,0.08232279818766726,0.06657112660658034,0.10587142201329279,52.87116308206306
ES10,ES10C6,140,150,2088,-0.019792028981118436,0.117449639798662,-0.2627072556603363,0.19790903092733877,0.11910559306776858,0.08187647986620498,0.0665536436903959,0.105513721589892,53.01724137931034
ES10,ES10C6,150,160,6718,-0.02714324089686479,0.118205272743444,-0.2668112907780991,0.23278858670669186,0.12128166403351011,0.07150517381557968,0.07082950712346096,0.10064695207381429,54.16790711521286
ES10,ES10C6,160,170,6848,-0.028890804149229274,0.11803284850937071,-0.2657852819986584,0.302547698265398,0.12151720821194496,0.05561628079203189,0.08130263018614518,0.09850527074387046,59.199766355140184
ES10,ES10C6,170,180,4602,-0.0360682953370346,0.11888613611161927,-0.26732350471421434,0.19790903092733877,0.12423701255290237,0.07959366629011881,0.06167299257129353,0.10069116011945448,46.84919600173838
ES10,ES10C7,0,10,6205,-0.023603010169513546,0.11505902540546672,-0.26234564586559667,0.274739782033158,0.11745501869361734,0.07407693454429332,0.06957029545331438,0.10162390585359811,53.66639806607574
ES10,ES10C7,10,20,5461,-0.029316789836820352,0.11371195466870121,-0.26234564586559667,0.22148401853056326,0.11743033169038165,0.08462308023187302,0.059275514236007625,0.1033182089269513,45.30305804797656
ES10,ES10C7,20,30,1536,-0.03649040324115333,0.11193525612064562,-0.25581410334251153,0.18782133410444943,0.1177329651860366,0.08861113768196605,0.052643564815285836,0.10306929046885664,37.955729166666664
ES10,ES10C7,30,40,6313,-0.031016120584998415,0.115045483670086,-0.25832575862284446,0.22701058924296036,0.11915310759282441,0.08732476005400183,0.059595175270746335,0.10572227123004864,43.180738159353716
ES10,ES10C7,40,50,779,-0.012121744560522516,0.1154954702749372,-0.22365965087881712,0.19786950371855555,0.11612984261256648,0.10069565139140318,0.05804747576603362,0.1162287557016217,48.52374839537869
ES10,ES10C7,60,70,4220,-0.02503121182379536,0.11536391330158147,-0.26184238571386537,0.1918412213472017,0.11804827003231566,0.09617552625501895,0.05465528092325942,0.11062066526300703,43.76777251184834
ES10,ES10C7,70,80,7200,-0.024533662333417073,0.1159680005427511,-0.26134067405490863,0.22248899034125133,0.11853471110764832,0.0915955834687466,0.059831971911928336,0.10940573921805888,45.75
ES10,ES10C7,80,90,5037,-0.036882596787633906,0.11413030473146374,-0.25983399058526385,0.19442339583778806,0.11994187093711668,0.07270811558036674,0.06361048890508571,0.0966062335980034,47.23049434187016
ES10,ES10C7,90,100,6832,-0.02825986522951513,0.11549718732492824,-0.26463119722485734,0.22465688850694876,0.11890424829567665,0.090568583138089,0.05960796760654532,0.1084240658425236,42.886416861826696
ES10,ES10C7,100,110,7198,-0.03419282287346428,0.11697963172779689,-0.26463119722485734,0.22516008117273228,0.12187445743562139,0.0878385646764164,0.05782025543100597,0.10516080725498338,43.35926646290636
ES10,ES10C7,110,120,4789,-0.02017695172211613,0.11452008404356533,-0.26060099670723924,0.22364895011159838,0.1162839586105576,0.10069849909762003,0.05525427565041001,0.1148617547235148,42.76466903320109
ES10,ES10C7,140,150,2088,-0.02117836805316477,0.11535398062681465,-0.26312006616372347,0.19240751904708736,0.1172819854873153,0.09833679545684638,0.05659111299925292,0.11345783098233393,43.63026819923372
ES10,ES10C7,150,160,6718,-0.028407612364327286,0.11614723889745054,-0.2651359429544242,0.22516008117273228,0.11957078883967993,0.08973309245058894,0.060075007862590915,0.10798626973109268,44.41798154212563
ES10,ES10C7,160,170,6848,-0.029350807915613973,0.13185549830577817,-0.26312006616372347,5.161383842554642,0.13508272413141637,0.07173608012751487,0.07237261469015852,0.1019012293799804,49.970794392523366
ES10,ES10C7,170,180,4602,-0.037134829630355415,0.11679770267429561,-0.26362325882950705,0.19442339583778806,0.12255896100109809,0.09720777916265991,0.051510555607270476,0.11001222508751544,37.396784006953496
ES12,ES12C1,0,10,6205,0.028936255857018978,0.14018515369675785,-0.2958123476678488,0.3226074223559431,0.14314043530745074,-0.011436414279471152,0.12442580631239455,0.12495028150452972,88.348106365834
ES12,ES12C1,10,20,5461,0.05182515038634854,0.13432363493524638,-0.21375858625734112,0.32803852999849903,0.14397459885266214,0.0009783938186389023,0.12536050297930657,0.12536432092780259,93.26130745284746
ES12,ES12C1,20,30,1535,0.05302335909594696,0.13453357565131027,-0.20712159806055364,0.30330032707239907,0.14460553097079157,0.007759784916737992,0.12241261571387024,0.12265831707579272,91.33550488599349
ES12,ES12C1,30,40,6314,0.05495537838716969,0.13474213979967567,-0.2216033130677658,0.3226074223559431,0.14551817017634716,0.0037753735456114916,0.12554071311961032,0.12559746850947753,93.31643965790308
ES12,ES12C1,40,50,778,0.04843363568771633,0.1385498754423114,-0.20289822903163482,0.3014905772113489,0.14677154033057782,0.001948106735827824,0.12478815279627925,0.12480335812053182,90.87403598971723
ES12,ES12C1,60,70,4221,0.046339919312388754,0.1377921329810199,-0.21194883639629103,0.3123509344370553,0.14537558265863554,-0.00012607435900036896,0.1252906820414777,0.1252907454729305,90.80786543473111
ES12,ES12C1,70,80,6995,0.04622041473287872,0.13797747092328053,-0.23668518126298535,0.328640541245912,0.1455132613216542,-0.002297780424513643,0.12670450523551827,0.1267253385943662,91.86561829878485
ES12,ES12C1,80,90,4937,0.05394313380382846,0.1349319718010474,-0.21250960546617817,0.31597043415915554,0.1453151702290452,0.005112763761256619,0.12493141692907218,0.12503599197504728,92.6068462629127
ES12,ES12C1,90,100,6832,0.053450531416636964,0.13578261860544574,-0.21795508260107463,0.3978682072498449,0.14592422288322396,0.004189144916698116,0.12506415874231672,0.12513429880355142,92.50585480093677
ES12,ES12C1,100,110,7198,0.0540022669333034,0.1384455552712836,-0.21492961052886392,0.3349555275216706,0.14860490102385518,0.005887320284537172,0.12669915932475273,0.12683586840374372,92.10891914420672
ES12,ES12C1,110,120,6045,0.048450731847284476,0.1374270991949247,-0.2167441485820248,0.30773373077343014,0.14571781294566957,0.002993437059951303,0.125046293157697,0.12508211741856862,91.33167907361455
ES12,ES12C1,140,150,2089,0.034315544389395214,0.13901550368304122,-0.23005324493908952,0.30712826376390523,0.14318822176069582,-0.010320717864122324,0.12593539355535543,0.126357590065548,89.75586404978459
ES12,ES12C1,150,160,6718,0.05185499442687935,0.1381051014975434,-0.21311507247570308,0.3319300554494599,0.14751935299023805,0.005412129721958636,0.12549132121958784,0.12560797287419734,91.17296814528133
ES12,ES12C1,160,170,6848,0.05289586164165972,0.1402692129053519,-0.32442226453135087,0.4214609278917637,0.1499113880527445,0.003466930294865305,0.12974180226689636,0.1297881152537931,91.32593457943925
ES12,ES12C1,170,180,5061,0.054181281008599015,0.13721545728373669,-0.2167441485820248,0.31317734493291266,0.1475252281113903,0.008679732849153826,0.12287905729921486,0.1231852283558236,89.9822169531713
ES12,ES12C2,0,10,6205,0.015904741421613192,0.13792876583847805,-0.3001630908693776,0.30634834288813334,0.13884273565950106,-0.0073820737974977305,0.12027186500233247,0.12049820133384144,86.54311039484287
ES12,ES12C2,10,20,5461,0.038437541536624764,0.13227051691374916,-0.22115614649374796,0.3099120432526812,0.13774227471626188,0.003240219973318998,0.12177050999871537,0.12181361225586711,92.1259842519685
ES12,ES12C2,20,30,1535,0.03965800143936914,0.13250076989785634,-0.2181870059949486,0.28318063168862945,0.1383083912916699,0.01072475674108572,0.11867211806373637,0.11915574687311077,89.70684039087948
ES12,ES12C2,30,40,6314,0.04154967214455315,0.13265767019362767,-0.23006722682008907,0.30456649270585945,0.1390123473527483,0.0060552321419408495,0.12210142427099673,0.12225147706796324,92.12860310421286
ES12,ES12C2,40,50,778,0.0350763147033378,0.13636416521732303,-0.21283962603315537,0.28496248187090334,0.14080317257997052,0.0022136745986268036,0.1224443165235861,0.12246432543462095,90.61696658097686
ES12,ES12C2,60,70,4221,0.03314738277986365,0.13563547030694612,-0.22234526622524492,0.2926844424657475,0.13962710979799467,0.0020684005058252447,0.12191855775337905,0.12193610214090216,89.74176735370766
ES12,ES12C2,70,80,6995,0.03302630127785413,0.13585400683428367,-0.24610570787552577,0.30813019307040723,0.1398107569145707,0.0005574499532104779,0.12295086127932664,0.12295212499090269,90.47891350964974
ES12,ES12C2,80,90,4937,0.04074082398459951,0.13279131016697143,-0.22164565249735146,0.29743726256179226,0.13890049242103114,0.008049870382312621,0.12118712979842788,0.1214541923605482,91.00668422118696
ES12,ES12C2,90,100,6832,0.040965972472063565,0.13355348523286784,-0.2293847048444742,0.3856123550330507,0.13969518359065825,0.006341633137473785,0.1215793952495112,0.12174467405224415,91.26170960187353
ES12,ES12C2,100,110,7198,0.041460306902517674,0.13626648963403024,-0.22462319834234729,0.3147654652568911,0.14243424182980796,0.0076937665640429,0.12334777383138523,0.12358748865925123,91.05307029730481
ES12,ES12C2,110,120,6045,0.035988340170616896,0.1352691903291399,-0.22462319834234729,0.29214235061316984,0.13997469228591686,0.00510894443199882,0.12173374796439923,0.12184090736148154,90.12406947890818
ES12,ES12C2,140,150,2089,0.022181844068885584,0.13691045624106823,-0.23593383893211275,0.29095059888949537,0.13869573617971753,-0.006219138041914784,0.12162022282885604,0.12177912907770769,87.74533269506941
ES12,ES12C2,150,160,6718,0.039387798862857294,0.13591295057410413,-0.21866994011654592,0.31416958939505385,0.14150522546188807,0.007860960164025625,0.1218709139946229,0.12212417603646368,89.80351295028282
ES12,ES12C2,160,170,6848,0.040383067846035736,0.138020234519665,-0.3305955950756681,0.4010922931914864,0.14380673595322596,0.006508119881429183,0.1259120751196502,0.12608015817458149,89.66121495327103
ES12,ES12C2,170,180,5061,0.04169888965831907,0.13507799901043535,-0.22104977663551426,0.296905690579487,0.14136782949242677,0.011908162378427295,0.1189963109048715,0.11959066159278421,88.18415332938154
ES12,ES12C3,0,10,6205,0.017693120260778423,0.14117381566730683,-0.3072564626086972,0.31419462049873126,0.14227822298099277,-0.03217160623356229,0.13658475462824077,0.14032251225125686,97.16357775987107
ES12,ES12C3,10,20,5461,0.04075923713535629,0.13541515059530673,-0.2269910581599419,0.3208837163106615,0.14141633011291804,-0.014441075067582932,0.13544493943163716,0.1362126141983459,99.78026002563632
ES12,ES12C3,20,30,1535,0.04204268616956583,0.13570400924941162,-0.22638244781871084,0.29412920571014434,0.14206746843213966,-0.01186923218733859,0.13536615253891648,0.13588551771953533,99.54397394136808
ES12,ES12C3,30,40,6314,0.04389083656518369,0.13577357186958922,-0.23185619559538276,0.3148032308399623,0.1426915146482725,-0.011810475497758025,0.13586426335351315,0.1363766306523076,99.84162179284131
ES12,ES12C3,40,50,778,0.037199527128226564,0.139632932351747,-0.2166540455950329,0.29352059536891323,0.14450315088506277,-0.020971600585663906,0.13986397759846156,0.14142750885449257,100.0
