stress_id,capacitor_id,eis_sweep_num,n_freq_points,freq_min_hz,freq_max_hz,ESR_ohm,ReZ_lowfreq_ohm,ImZ_lowfreq_ohm,Zmag_lowfreq_ohm,Phase_lowfreq_deg,Phase_mean_deg,Cs_mean_uF,Cp_mean_uF,ReZ_mean_ohm,Zmag_mean_ohm,is_outlier
ES10,ES10C1,41,51,100.032005,100019.508,0.21997188,0.336039275,0.866115808,0.929020464,-68.7945328,-19.79287710335294,1206.8029279130435,354.2699686360869,0.2608031282745098,0.32899763070588234,False
ES10,ES10C1,42,51,100.032005,100019.508,0.211571544,0.327658832,0.864193738,0.924224615,-69.2357941,-20.00623407759804,1446.553965130435,362.80409926317384,0.25261644288235297,0.3215899002549019,False
ES10,ES10C1,43,51,100.032005,100019.508,0.204285294,0.316682279,0.862794757,0.919076979,-69.8447189,-20.3738169755098,1244.2241147608695,370.66252897304776,0.24554591525490194,0.3152582335490196,False
ES10,ES10C1,44,51,100.032005,100019.508,0.211621925,0.315433413,0.860446215,0.916441977,-69.867424,-20.0630458917451,1274.7494951086958,368.28966779646305,0.2496614944313725,0.318534208627451,False
ES10,ES10C1,45,51,100.032005,100019.508,0.21268788,0.31378746,0.861563742,0.916926742,-69.9880295,-20.158115507137254,1355.3218860869565,371.3668294498195,0.24644456629411768,0.3156864310588235,False
ES10,ES10C1,46,51,100.032005,100019.508,0.215487063,0.320063561,0.861311078,0.918856621,-69.6149139,-19.682723996901963,1312.9402318444445,373.1280521610666,0.25283898237254904,0.3211813163333334,False
ES10,ES10C1,47,51,100.032005,100019.508,0.209679231,0.309372246,0.858374655,0.912424386,-70.1800079,-20.138388469254902,1295.3063663333335,383.81162549255555,0.24320176711764702,0.3125959655490196,False
ES10,ES10C1,48,51,100.032005,100019.508,0.212781534,0.315835744,0.859908164,0.916075468,-69.8322144,-19.89514636498039,1264.3854512444445,376.4197294549556,0.249783295,0.3185438568627451,False
ES10,ES10C1,49,51,100.032005,100019.508,0.302751571,0.396035999,0.863723159,0.950190604,-65.3675079,-16.972332100549018,1231.0667382444442,305.53604901902224,0.33079389498039213,0.3913149366078431,False
ES10,ES10C1,50,51,100.032005,100019.508,0.436155349,0.50955689,0.858937025,0.998709679,-59.3218307,-13.838586504098037,1257.6230110869565,228.76332620497394,0.4537607934313726,0.5043703854509803,True
ES10,ES10C1,51,51,100.032005,100019.508,0.216716036,0.312541664,0.85613507,0.911399782,-69.9448242,-19.88663597498039,1263.2893827333332,378.03852711179997,0.24941138247058822,0.3177619825294118,False
ES10,ES10C1,52,51,100.032005,100019.508,0.205170736,0.305083513,0.858810723,0.911390066,-70.4429474,-20.380426466235296,1261.8238118888887,388.2478589309333,0.23922132135294116,0.30902963698039215,False
ES10,ES10C1,53,51,100.032005,100019.508,0.200419918,0.300786763,0.859345257,0.91046524,-70.7090073,-20.42156882266667,1266.865195022222,390.3800958078222,0.23777182841176472,0.30781469619607843,False
ES10,ES10C1,54,51,100.032005,100019.508,0.197706953,0.295384854,0.857661307,0.907102585,-70.9959183,-20.467987925235292,1299.9309821111112,394.81725906453335,0.23444913913725493,0.3046644727254902,False
ES10,ES10C1,55,51,100.032005,100019.508,0.20855394,0.304461807,0.859636068,0.911960065,-70.4971161,-20.265835636058824,1264.0441361777778,385.81860261051116,0.2417332685098039,0.3114082889607843,False
ES10,ES10C1,56,51,100.032005,100019.508,0.21405299,0.316473752,0.861080289,0.917395711,-69.8200531,-19.89478798192157,1250.300813111111,375.1974943025556,0.2509293476862745,0.31960407599999996,False
ES10,ES10C1,57,51,100.032005,100019.508,0.191484168,0.291356891,0.854875445,0.903161585,-71.1799698,-20.548100627396078,1733.871860977778,401.23645469956887,0.22877397931372548,0.29939873047058824,False
ES10,ES10C1,58,51,100.032005,100019.508,0.206003994,0.304659754,0.86061126,0.91294539,-70.5058365,-20.341243288615686,1549.2226638695647,378.0847231518543,0.24114270533333335,0.3109634544901961,False
ES10,ES10C1,59,51,100.032005,100019.508,0.211617246,0.306756198,0.858298659,0.911469102,-70.3330917,-20.077613409921565,1278.1944702,382.99014248004437,0.2446195423921569,0.3137944869607843,False
ES10,ES10C1,60,51,100.032005,100019.508,0.199534386,0.295177191,0.857291043,0.906684875,-71.0007019,-20.443325522137258,1282.9566517555552,394.25765917771116,0.23545442956862744,0.30546708694117647,False
ES10,ES10C1,61,51,100.032005,100019.508,0.19300285,0.290537059,0.858988106,0.906792343,-71.3128281,-20.64186990752941,1330.7596594444442,399.4946607330867,0.23049189676470586,0.3013127157843137,False
ES10,ES10C1,62,51,100.032005,100019.508,0.19370383,0.286774933,0.857333541,0.90402472,-71.5050964,-20.72315627517647,1317.5385996444447,403.20803131246663,0.22815306915686273,0.29905129823529414,False
ES10,ES10C1,63,51,100.032005,100019.508,0.198293105,0.287916064,0.857618749,0.904657722,-71.4422913,-20.51487347860392,1307.339108568182,410.4869005197273,0.22946456860784314,0.3002247039803922,False
ES10,ES10C1,64,51,100.032005,100019.508,0.204669073,0.292458683,0.856951892,0.905482531,-71.1563644,-20.279818401882352,1471.6832495555557,395.0960984757688,0.23515787866666668,0.30519011454901956,False
ES10,ES10C1,65,51,100.032005,100019.508,0.190075055,0.281778008,0.85617125,0.901347935,-71.7828979,-20.70172927100196,1830.4714995777779,406.33018719226,0.22557689892156865,0.2967489840588236,False
ES10,ES10C1,66,51,100.032005,100019.508,0.193301335,0.284731954,0.857252598,0.903301895,-71.6263657,-20.529215624941173,1487.3895762666666,401.84736829828,0.22947471807843137,0.3001296254901961,False
ES10,ES10C1,67,51,100.032005,100019.508,0.197727114,0.286167055,0.856776655,0.903303862,-71.5304642,-20.501876157196076,1434.037145911111,400.6510478893288,0.23032758949019605,0.30096867474509803,False
ES10,ES10C1,68,51,100.032005,100019.508,0.190837353,0.279106796,0.856256425,0.900597394,-71.9460144,-20.584793785156865,1327.2249306363638,416.9345731058183,0.22544139325490198,0.2964387194901961,False
ES10,ES10C1,69,51,100.032005,100019.508,0.179774866,0.250611782,0.850003242,0.886178195,-73.5725708,-21.06662166062745,1397.3308714772727,440.39350047902275,0.21052497743137252,0.2828608411764706,False
ES10,ES10C2,1,51,100.032005,100019.508,0.171826646,0.243825257,0.798873067,0.835253835,-73.0272064,-20.38609193699608,1938.3041411666668,489.8787403915953,0.1963086083921568,0.2648477545882353,False
ES10,ES10C2,2,51,100.032005,100019.508,0.165570021,0.245212123,0.801009059,0.837701917,-72.9791336,-21.331352041823532,1435.0295782045457,466.4484156616818,0.19709356603921563,0.26544152576470587,False
ES10,ES10C2,3,51,100.032005,100019.508,0.243588537,0.431320488,0.867170095,0.968515038,-63.5547752,-19.048080832319606,1079.251314326087,310.4564572012609,0.2978243631568628,0.3631950436078431,False
ES10,ES10C2,4,51,100.032005,100019.508,0.242546707,0.449036062,0.889398634,0.996324897,-63.2118835,-19.7268211111,1056.9614139600003,279.334099925498,0.30204136405882354,0.36961776715686273,False
ES10,ES10C2,5,51,100.032005,100019.508,0.238498583,0.443453461,0.890944362,0.995204926,-63.5388985,-20.10944364276471,920.845683490196,276.25037446968815,0.298755667372549,0.36690473437254895,False
ES10,ES10C2,6,51,100.032005,100019.508,0.234628573,0.431936085,0.88421452,0.984075248,-63.9646339,-20.240755745882353,917.1735647058824,280.3268308150392,0.29493024100000004,0.36269559845098037,False
ES10,ES10C2,7,51,100.032005,100019.508,0.23169969,0.418513805,0.880530357,0.974929512,-64.5783768,-19.885508327666663,1019.5276808367347,297.43752245017345,0.28961037652941174,0.3572556434509804,False
ES10,ES10C2,8,51,100.032005,100019.508,0.23730357,0.421241522,0.879434407,0.975115001,-64.4059753,-19.689997013960784,1016.9404051632654,294.7141794719694,0.29368166072549023,0.3607167320588235,False
ES10,ES10C2,9,51,100.032005,100019.508,0.237518862,0.423035651,0.880426884,0.976785898,-64.3362122,-19.799396837431374,976.38022968,287.35506825325797,0.29532272292156864,0.36231181643137256,False
ES10,ES10C2,10,51,100.032005,100019.508,0.239753827,0.41939652,0.878597736,0.973564267,-64.4826355,-19.803944117478434,983.09354376,288.95784716492795,0.2940395684901961,0.36096302929411767,False
ES10,ES10C2,11,51,100.032005,100019.508,0.233054787,0.411380351,0.876354635,0.968107045,-64.8535919,-19.41507970880751,1078.5139062826088,318.5858678513043,0.289311615,0.3563261397254902,False
ES10,ES10C2,12,51,100.032005,100019.508,0.228182375,0.397959411,0.873193085,0.959602952,-65.4987793,-19.601792723490195,1109.0928953043478,326.87252440932605,0.2804338454901961,0.348001673254902,False
ES10,ES10C2,13,51,100.032005,100019.508,0.226756051,0.394730985,0.871438682,0.956670225,-65.6311493,-19.55613013247059,1139.801990521739,328.42249643764137,0.27944196405882354,0.3468194168235294,False
ES10,ES10C2,14,51,100.032005,100019.508,0.223216578,0.394224614,0.870723128,0.955809534,-65.6411057,-19.67016370535294,1105.6247547608696,328.77113925419565,0.278811281254902,0.3463332735098039,False
ES10,ES10C2,15,51,100.032005,100019.508,0.216487467,0.349933475,0.857970357,0.926588655,-67.8113174,-19.813813408599998,1193.2433066222222,360.6774527299111,0.2597354749607843,0.3273533679411765,False
ES10,ES10C2,16,51,100.032005,100019.508,0.225622997,0.385334343,0.87019217,0.951691628,-66.115509,-19.52817445082353,1136.0971878043479,331.15338224604346,0.27797421584313725,0.34530264984313724,False
ES10,ES10C2,17,51,100.032005,100019.508,0.283571094,0.531001091,0.926968098,1.06828463,-60.1943474,-18.377901637235293,911.1321943333332,247.224496873025,0.359649914745098,0.42617171705882356,False
ES10,ES10C2,18,51,100.032005,100019.508,0.26647082,0.470249057,0.902945042,1.0180589,-62.4897346,-18.533499968743136,1120.0612339791667,269.1313142552375,0.33259806796078434,0.39835953896078435,False
ES10,ES10C2,19,51,100.032005,100019.508,0.263172448,0.454943806,0.900360882,1.00877333,-63.1929665,-18.57638183209804,1017.6720492553193,280.82093181066807,0.32604308454901954,0.39194469837254897,False
ES10,ES10C2,20,51,100.032005,100019.508,0.261215717,0.447165728,0.896963358,1.00224769,-63.5022354,-18.56449523552941,1049.3939318723403,284.2202766715724,0.3224756191960784,0.3882570108235294,False
ES10,ES10C2,21,51,100.032005,100019.508,0.251901984,0.434517175,0.895850837,0.995667577,-64.1250839,-18.85019131878432,1098.222950340425,292.01540311466806,0.3122584532941176,0.378923414372549,False
ES10,ES10C2,22,51,100.032005,100019.508,0.24300918,0.411577523,0.889366865,0.979984403,-65.1664352,-19.170230985156863,1083.2658941489362,303.99043211898936,0.2993069578039216,0.36640160690196083,False
ES10,ES10C2,23,51,100.032005,100019.508,0.247966364,0.41874972,0.892517865,0.985869884,-64.8650665,-18.966357688413726,1233.2888547659575,299.30527760309144,0.30509267337254903,0.3719400309999999,False
ES10,ES10C2,24,51,100.032005,100019.508,0.252165586,0.41939792,0.892946362,0.986533225,-64.8415527,-18.89546874937255,1163.7890957872341,297.6812235035914,0.30699598317647053,0.3737342415882353,False
ES10,ES10C2,25,51,100.032005,100019.508,0.247390598,0.40453288,0.888355196,0.976125896,-65.5167694,-19.133400230039218,1099.5040363043477,314.35555101072606,0.2955608411764706,0.3629452080588235,False
ES10,ES10C2,26,51,100.032005,100019.508,0.248800784,0.414382935,0.892278254,0.983805716,-65.0893707,-19.045269261843135,1050.0330847659575,299.80867587527655,0.3048274972352941,0.3715647646078431,False
ES10,ES10C2,27,51,100.032005,100019.508,0.252121925,0.404813498,0.887013733,0.97502172,-65.4690933,-18.958225713882356,1125.2047358936172,304.8275029843149,0.3011530146862745,0.3676518879215686,False
ES10,ES10C2,28,51,100.032005,100019.508,0.241149053,0.395725667,0.885616422,0.970007837,-65.923172,-19.22260743412941,1405.9477951489364,311.503416811077,0.29264690827450984,0.3599413014117647,False
ES10,ES10C2,29,51,100.032005,100019.508,0.2436869,0.389157027,0.883374929,0.965295017,-66.2248611,-19.221522060647057,1116.9320969347827,321.57003930726086,0.28932633852941175,0.3567613337058823,False
ES10,ES10C2,30,51,100.032005,100019.508,0.241320759,0.393591642,0.886052847,0.969538033,-66.0488281,-19.025587547254904,1130.782862673913,318.0815924998109,0.29341718405882355,0.360474202,False
ES10,ES10C2,31,51,100.032005,100019.508,0.242294788,0.390399545,0.885540903,0.967778146,-66.2092361,-19.214011941542157,1096.0835732608696,319.7733857805435,0.2915383463137255,0.35886897525490197,False
ES10,ES10C2,32,51,100.032005,100019.508,0.240003571,0.390431494,0.88571322,0.967948675,-66.2116241,-19.164294140039214,1101.9127225217394,319.3171994196522,0.29228297170588236,0.3596095063333334,False
ES10,ES10C2,33,51,100.032005,100019.508,0.236327618,0.382988483,0.883436441,0.962881148,-66.5622406,-19.27391499719608,1119.5187141086958,324.71350854639127,0.28675337984313726,0.3542234210392157,False
ES10,ES10C2,34,51,100.032005,100019.508,0.228839844,0.371230602,0.882914901,0.957784355,-67.1951828,-19.578773027705882,1122.8416081956523,332.59941181167386,0.2784125187647059,0.3467351733137255,False
ES10,ES10C2,35,51,100.032005,100019.508,0.236600623,0.378851026,0.88157326,0.95953089,-66.7446594,-19.37093403543137,1136.3830606170216,319.66066131921065,0.2855182298823529,0.3528913814313725,False
ES10,ES10C2,36,51,100.032005,100019.508,0.232185677,0.37551868,0.882924378,0.959463239,-66.9593506,-19.42620059392157,1126.4292590869566,329.39687085441307,0.28196026592156864,0.34995192321568624,False
ES10,ES10C2,37,51,100.032005,100019.508,0.248550072,0.38540259,0.881263196,0.961852372,-66.3788147,-18.88793484098039,1137.6658639782609,319.9512612340369,0.29391902601960784,0.3603892355490196,False
ES10,ES10C2,38,51,100.032005,100019.508,0.227036119,0.361477494,0.877105176,0.948672473,-67.6021881,-19.51062587047059,1166.6344738913042,337.76019480074353,0.2745363467647059,0.34260696080392156,False
ES10,ES10C2,39,51,100.032005,100019.508,0.224756509,0.357756168,0.877841294,0.947942436,-67.827095,-19.564917052390197,1614.8509590652175,341.08282096025005,0.2710367628235294,0.33953879949019616,False
ES10,ES10C2,40,51,100.032005,100019.508,0.22988081,0.353469998,0.880594909,0.948888004,-68.1295166,-19.588006464035292,1552.8576503695656,342.0553321288331,0.2704077880392157,0.33919807892156867,False
ES10,ES10C2,41,51,100.032005,100019.508,0.221775919,0.347767591,0.875423491,0.941970587,-68.3342361,-19.666672151137256,1192.839092377778,355.0074925429334,0.2653095956078432,0.33423617462745103,False
ES10,ES10C2,42,51,100.032005,100019.508,0.212861046,0.338313341,0.873933613,0.937131703,-68.8377991,-19.994294694549023,1196.9492822222219,364.0388241034889,0.25688949841176467,0.32647753790196077,False
ES10,ES10C2,43,51,100.032005,100019.508,0.21614413,0.340908527,0.874940574,0.939009905,-68.7123108,-19.906219776235297,1286.0343107826086,352.5300079493196,0.26076533458823525,0.3299785475294118,False
ES10,ES10C2,44,51,100.032005,100019.508,0.214341983,0.322164565,0.869223237,0.92700541,-69.6635284,-20.15931699547059,1220.9789043777778,373.2766350538445,0.2500924164901961,0.320099780372549,False
ES10,ES10C2,45,51,100.032005,100019.508,0.227065682,0.342745066,0.873336136,0.9381845,-68.5722275,-19.47736216996863,1602.7227562826085,347.35361260783696,0.26784252625490196,0.3360604866078431,False
ES10,ES10C2,46,51,100.032005,100019.508,0.20924066,0.32383129,0.870699704,0.928969681,-69.5987854,-20.075592860764708,1235.9885698888888,372.6714591474667,0.25062621774509797,0.32049634729411763,False
ES10,ES10C2,47,51,100.032005,100019.508,0.208450451,0.321086556,0.869900644,0.927266777,-69.7405319,-20.202302369896078,1217.2075782222223,374.4853123662223,0.2491184466666667,0.319080411254902,False
ES10,ES10C2,48,51,100.032005,100019.508,0.213336974,0.326618671,0.869929016,0.929223478,-69.4211349,-19.923446426764702,1237.2917194666668,368.78445833542224,0.2545350970980392,0.32400419192156865,False
ES10,ES10C2,49,51,100.032005,100019.508,0.269331068,0.377419144,0.872969449,0.951063037,-66.6192703,-18.1026736840451,1427.909055347826,317.0118854054195,0.30354249649019605,0.36782282176470593,False
ES10,ES10C2,50,51,100.032005,100019.508,0.211158365,0.323422313,0.870112777,0.928277016,-69.6098175,-19.93262487562745,1262.3450576444445,371.25482562259776,0.2522358201568628,0.32188957025490195,False
ES10,ES10C2,51,51,100.032005,100019.508,0.201511696,0.310481191,0.865941644,0.919920385,-70.2748337,-20.39460001364706,1259.7023902666665,383.88726826306663,0.2414089134901961,0.311972242627451,False
ES10,ES10C2,52,51,100.032005,100019.508,0.208493829,0.323409021,0.871661127,0.929723918,-69.6438293,-20.19645602330196,1372.7593900217391,364.5292462939478,0.25060700084313725,0.3205043874313726,False
ES10,ES10C2,53,51,100.032005,100019.508,0.205323979,0.314843953,0.869436562,0.924687326,-70.0934601,-20.33749527317647,1233.8150461555556,379.7020774807112,0.24471298043137257,0.31525619147058825,False
ES10,ES10C2,54,51,100.032005,100019.508,0.20649296,0.311632961,0.86846602,0.922685385,-70.2604141,-20.460242902529412,1235.2493286000001,383.35353068908887,0.24179348872549022,0.31251199078431374,False
ES10,ES10C2,55,51,100.032005,100019.508,0.217496619,0.333829612,0.875491381,0.936977804,-69.1278839,-19.86135869180392,1328.1937031956522,354.5283081933739,0.2601929894117647,0.32942243307843144,False
ES10,ES10C2,56,51,100.032005,100019.508,0.217216879,0.327292502,0.871628702,0.931051552,-69.419075,-19.959403327466667,1213.5916014,368.20882670164445,0.2551226449607843,0.3246133411960784,False
ES10,ES10C2,57,51,100.032005,100019.508,0.210671097,0.318837404,0.871502638,0.927994668,-69.9050598,-20.125806239039214,1248.7428332444445,375.0358478563333,0.24869232080392156,0.31887210262745097,False
ES10,ES10C2,58,51,100.032005,100019.508,0.210193694,0.320881605,0.873389781,0.930470169,-69.8267746,-20.123380473980394,1219.2469062222224,372.67541109779995,0.25093153643137256,0.32104665539215693,False
ES10,ES10C2,59,51,100.032005,100019.508,0.208687425,0.313689679,0.869971633,0.92479825,-70.1719818,-20.22923723490196,1291.5429398444446,380.10791171786,0.2446165640588235,0.3151352963333333,False
ES10,ES10C2,60,51,100.032005,100019.508,0.211753979,0.309515774,0.867963314,0.921498954,-70.373764,-20.231164197137257,1249.2296454,380.7235684552667,0.2452354697058823,0.3153787778431373,False
ES10,ES10C2,61,51,100.032005,100019.508,0.204083651,0.308015674,0.870980501,0.923840165,-70.5242462,-20.46668088147059,1338.4203873695653,374.8084103964023,0.24240458072549018,0.31314421339215687,False
ES10,ES10C2,62,51,100.032005,100019.508,0.205008119,0.304651499,0.870162487,0.92195189,-70.7044067,-20.610866944470587,1313.124338543478,378.4393061456283,0.23935872235294117,0.31041360192156864,False
ES10,ES10C2,63,51,100.032005,100019.508,0.201210499,0.300800025,0.86841023,0.919030428,-70.8949356,-20.58325366743137,1282.266079222222,390.50987266406673,0.23623920039215682,0.3076361111764706,False
ES10,ES10C2,64,51,100.032005,100019.508,0.20108147,0.303473145,0.869707525,0.921133637,-70.7642288,-20.413368871588233,1325.0515370444446,387.5360284841889,0.2385728441176471,0.30968144913725487,False
ES10,ES10C2,65,51,100.032005,100019.508,0.202200547,0.307813227,0.8688972,0.92180872,-70.4929352,-20.334493344588232,1261.4939242222224,383.24393367284443,0.24231545974509805,0.31298829472549017,False
ES10,ES10C2,66,51,100.032005,100019.508,0.201639563,0.303924501,0.868663371,0.920296788,-70.7162781,-20.330012957156864,1323.149552333333,386.7439786673711,0.23998206764705884,0.31087370333333336,False
ES10,ES10C2,67,51,100.032005,100019.508,0.20275408,0.305728346,0.870322764,0.922459483,-70.6445618,-20.299354895156863,1310.076129377778,384.1514445366933,0.24169327464705884,0.31249425580392154,False
